2023-03-23 09:12:03,122 DEBUG   SenderThread:1204 [sender.py:send():303] send: config
2023-03-23 09:12:03,122 DEBUG   SenderThread:1204 [sender.py:send():303] send: config
2023-03-23 09:12:03,126 DEBUG   SenderThread:1204 [sender.py:send():303] send: files
2023-03-23 09:12:03,126 INFO    SenderThread:1204 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2023-03-23 09:12:03,706 INFO    Thread-22 :1204 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\jm\Desktop\worklab\yolov7\wandb\run-20230323_091152-1v6ci9b8\files\output.log
2023-03-23 09:12:04,287 INFO    Thread-25 :1204 [upload_job.py:push():143] Uploaded file C:\Users\jm\AppData\Local\Temp\tmpa2tizh_8wandb\2skkqcrg-wandb-metadata.json
2023-03-23 09:12:05,708 INFO    Thread-22 :1204 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\jm\Desktop\worklab\yolov7\wandb\run-20230323_091152-1v6ci9b8\files\output.log
2023-03-23 09:12:18,123 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:12:18,123 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:12:23,721 INFO    Thread-22 :1204 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\jm\Desktop\worklab\yolov7\wandb\run-20230323_091152-1v6ci9b8\files\config.yaml
2023-03-23 09:12:33,564 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:12:33,564 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:12:39,730 INFO    Thread-22 :1204 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\jm\Desktop\worklab\yolov7\wandb\run-20230323_091152-1v6ci9b8\files\output.log
2023-03-23 09:12:49,003 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:12:49,003 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:12:54,199 DEBUG   SystemMonitor:1204 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-03-23 09:12:54,200 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:13:04,475 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:13:04,475 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:13:15,833 INFO    Thread-22 :1204 [dir_watcher.py:_on_file_modified():292] file/dir modified: c:\Users\jm\Desktop\worklab\yolov7\wandb\run-20230323_091152-1v6ci9b8\files\output.log
2023-03-23 09:13:19,932 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:13:19,932 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:13:24,202 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:13:35,392 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:13:35,392 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:13:50,841 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:13:50,841 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:13:54,204 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:14:06,293 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:14:06,293 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:14:21,753 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:14:21,753 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:14:24,204 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:14:37,221 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:14:37,221 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:14:52,678 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:14:52,678 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:14:54,206 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:15:08,137 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:15:08,137 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:15:23,599 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:15:23,599 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:15:24,206 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:15:39,093 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:15:39,093 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:15:54,208 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:15:54,594 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:15:54,594 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:16:10,051 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:16:10,052 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:16:24,210 DEBUG   SenderThread:1204 [sender.py:send():303] send: stats
2023-03-23 09:16:25,540 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
2023-03-23 09:16:25,540 DEBUG   SenderThread:1204 [sender.py:send_request():317] send_request: stop_status
2023-03-23 09:16:40,978 DEBUG   HandlerThread:1204 [handler.py:handle_request():139] handle_request: stop_status
